external_factor_name,scenario_id,scenario_group,candidate_name,dataset,snapshot_count,residual_energy_ratio_mean,residual_energy_ratio_p90,residual_energy_ratio_max,external_score_displacement_mean,external_gt_velocity_mean,external_gt_curvature_mean,auto_audit_flag_rate,residual_exceed_rate,mahalanobis_exceed_rate,score_range_exceed_rate
external_resource_supply,fit_single_external_resource_supply_-0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.006756749901490857,0.013369701124347379,0.01511864947290525,0.17375175934489168,0.026031887118790033,0.002080952552423283,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.01082963127160103,0.017844816802054735,0.022850423091586303,0.1707821454588936,0.024985700032234347,0.0018198145731894188,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.01968947631736336,0.03320849185258537,0.03511938959752706,0.16921810390855577,0.0246584528738196,0.0018194283412613932,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_-1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.012872196947049296,0.02326501612685622,0.02417311416451626,0.17188175258283458,0.025432743404986347,0.0017578945391442812,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_-0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.010010798656361683,0.016190630803284145,0.0182076321965154,0.17233152196575097,0.025464336047985498,0.0017998765538494344,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.006889636610729491,0.012720190814008565,0.01665094467650533,0.1732053898417926,0.025498662505560786,0.0018617085523979003,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011917780746778519,0.022351398299335138,0.025761659202328754,0.17358195714606608,0.025427616480711537,0.001770075919256723,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.00887828722397264,0.019323228852966577,0.020490775147367957,0.1758324764862509,0.026074300472484317,0.0019167772318324301,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011237277137058957,0.02852184088531204,0.03255257410834001,0.17748076601601584,0.02641333719473395,0.0019777263077444735,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.013601112777348639,0.042480910928397494,0.043677872401871896,0.17888061683834602,0.026728098716736773,0.0020174848511941993,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.01648868746865242,0.0508334590714838,0.05971665294946745,0.18018832207134097,0.026959743683056307,0.0020359695978911605,0.15384615384615385,0.15384615384615385,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.0065497990661031276,0.013708669036630006,0.018677484993638957,0.1732412000073203,0.02574174349258165,0.0018877892768893389,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.007313745823575952,0.01715148314583135,0.02263338418912494,0.17385914186197823,0.02601566470409348,0.0019223554601408206,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.009223539836177668,0.022498813495717834,0.029209423880088348,0.17469249567397357,0.026316112321699458,0.00194939183717295,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011740753191918057,0.027168509788816075,0.03607951763220578,0.17571408181008177,0.02663005206863686,0.001982529458038878,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.009574244708630796,0.017998848938247995,0.01927187254769708,0.16828218694759564,0.024976994728786422,0.0019949909675722652,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.014620004023348222,0.031859872834197875,0.03976120947002726,0.16568325902305933,0.024869155405168954,0.002045688928549961,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.016490431370815246,0.05095536494056255,0.05582156502366625,0.16532960079285533,0.025511185543371197,0.0024193302424361587,0.15384615384615385,0.15384615384615385,0.0,0.0
external_shock,fit_single_external_shock_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.017983268053857464,0.04903274826208105,0.06326401243161897,0.1689290163714794,0.02745982186853846,0.00295996582955247,0.15384615384615385,0.15384615384615385,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.00732756659174644,0.018714020385613143,0.025149265567681513,0.1729892498983848,0.025681060620915918,0.001879477546028734,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011186732869473711,0.028309274686637093,0.0396190098503372,0.17356398492908356,0.02591281554477199,0.001891174292633999,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.017417375909592022,0.04147211014808372,0.05888474933644585,0.17453255918321586,0.02619021561844022,0.0018962776010558995,0.07692307692307693,0.07692307692307693,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.024418624292571616,0.05621794436512292,0.07800384905293417,0.1757377197776926,0.026483135310262876,0.0018987928468384041,0.23076923076923078,0.23076923076923078,0.0,0.0
external_shock,fit_pulse_external_shock_t4,pulse_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.009274370461585774,0.01785657368021675,0.02783545130146865,0.17154147094669137,0.0253037928200709,0.0025894856254370293,0.0,0.0,0.0,0.0
