artifact_name,generation_command,official_docs_artifact,reduced_run,short_run_configuration,uses_production_world,uses_distribution_terrain_v322_world,uses_external_factor_augmented_states,separates_base_and_external,raw_distribution_groups,combined_full_is_summary_only,n_bins,steps,base_state_count,external_augmented_state_count,combined_full_state_count,external_factor_family_count,external_factor_scenario_count,source_data_path,mass_matrix_path,mass_matrix_format,state_index_path,mass_matrix_row_count,mass_matrix_cell_count,state_index_row_count,state_manifest_row_count,base_pair_key_matched_external_count,base_pair_key_unmatched_external_count,notes
task3_1e_external_factor_augmented_full_distribution_design,python scripts/pseudoreality_v3_3_external_factor_augmented_full_distribution_design.py --n-bins 4,True,False,False,True,True,True,True,base_v3_3|external_augmented,True,4,12,12,110,122,10,39,docs/task3_1e_external_factor_augmented_full_distribution_design/full_distribution_state_manifest.csv,docs/task3_1e_external_factor_augmented_full_distribution_design/full_distribution_mass_matrix.jsonl,jsonl_text,docs/task3_1e_external_factor_augmented_full_distribution_design/full_distribution_state_index.csv,122,1024,122,122,110,0,official production artifacts; combined_full is summary-only
